duration,service,src_bytes,dst_bytes,hot,num_failed_logins,num_compromised,num_root,num_file_creations,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,xAttack
0,25,212,4570,0,0,0,0,0,0,3,4,0.33,0.25,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,237,15,1,1,0,0,0.06,0.07,0,255,1,0,0.08,0,0,1,1,0,0,dos
0,58,0,0,0,0,0,0,0,0,267,20,1,1,0,0,0.07,0.06,0,255,1,0,0.07,0,0,1,1,0,0,dos
0,36,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,1,0,1,1,0,1,1,0,0,probe
0,50,0,0,0,0,0,0,0,0,122,3,1,1,0,0,0.02,0.07,0,255,5,0.02,0.06,0,0,1,1,0,0,dos
0,12,44,76,0,0,0,0,0,0,49,49,0,0,0,0,1,0,0,118,99,0.84,0.02,0.01,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,26,2,0.04,1,0.04,1,0,0,0.96,1,probe
0,45,59,0,0,0,0,0,0,0,12,1,0.08,0,0,0,0.08,0.83,0,106,1,0.01,0.12,0.45,0,0.01,0,0.01,0,normal
0,25,325,2649,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,107,255,1,0,0.01,0.01,0,0,0,0,normal
0,3,0,0,0,0,0,0,0,0,216,6,1,1,0,0,0.03,0.08,0,255,6,0.02,0.09,0,0,1,1,0,0,dos
0,6,0,0,0,0,0,0,0,0,213,14,1,1,0,0,0.07,0.06,0,255,7,0.03,0.09,0,0,1,1,0,0,dos
25,44,48,48,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,6,0.02,0.01,0.02,0,0,0,0,0,normal
0,59,0,0,0,0,0,0,0,0,297,16,1,1,0,0,0.05,0.05,0,255,16,0.06,0.06,0,0,1,1,0,0,dos
0,25,242,13278,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,22,255,1,0,0.05,0.02,0,0,0,0,normal
0,25,240,1374,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,12,45,148,0,0,0,0,0,0,68,148,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,normal
0,25,300,1444,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,31,255,1,0,0.03,0.06,0,0,0,0,normal
0,12,45,131,0,0,0,0,0,0,72,152,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,normal
0,25,54540,8314,2,0,1,0,0,0,2,3,0,0,0,0.33,1,0,0.67,141,141,1,0,0.01,0,0,0,0.01,0.01,dos
0,25,217,1020,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,11,255,1,0,0.09,0.05,0,0,0,0,normal
0,22,0,0,0,0,0,0,0,0,133,21,1,1,0,0,0.16,0.05,0,255,12,0.05,0.05,0,0,1,1,0,0,dos
0,12,45,78,0,0,0,0,0,0,126,126,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,150,2,1,1,0,0,0.01,0.07,0,255,15,0.06,0.09,0,0,1,1,0,0,dos
0,30,0,0,0,0,0,0,0,0,256,14,1,1,0,0,0.05,0.06,0,255,14,0.05,0.06,0,0,1,1,0,0,dos
0,25,216,2014,0,0,0,0,0,0,9,22,0,0,0,0,1,0,0.18,25,143,1,0,0.04,0.03,0,0,0,0,normal
0,16,1032,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,255,16,0.06,0.02,0.06,0,0,0,0,0,dos
0,12,46,125,0,0,0,0,0,0,128,128,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,103,13,1,1,0,0,0.13,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,dos
0,25,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,20,20,1,0,0.05,0,0,0,1,1,normal
0,50,0,0,0,0,0,0,0,0,219,2,1,1,0,0,0.01,0.05,0,255,2,0.01,0.06,0,0,1,1,0,0,dos
0,25,170,378,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,21,255,1,0,0.05,0.07,0,0,0,0,normal
0,12,43,68,0,0,0,0,0,0,315,314,0,0,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,25,323,1056,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,6,255,1,0,0.17,0.04,0,0,0,0,normal
0,17,0,0,0,0,0,0,0,0,86,1,1,1,0,0,0.01,0.07,0,255,1,0,0.06,0,0,1,1,0,0,dos
0,25,225,352,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,40,165,1,0,0.03,0.03,0,0,0,0,normal
0,16,1032,0,0,0,0,0,0,0,233,233,0,0,0,0,1,0,0,255,233,0.91,0.01,0.91,0,0,0,0,0,dos
0,12,43,132,0,0,0,0,0,0,68,148,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,normal
0,12,46,46,0,0,0,0,0,0,155,155,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,243,7,1,1,0,0,0.03,0.05,0,255,7,0.03,0.05,0,0,1,1,0,0,dos
0,25,340,283,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,normal
25,20,287,903,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,251,56,0.22,0.02,0,0,0,0,0,0,normal
0,50,105,146,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,208,196,0.94,0.01,0,0,0,0,0,0,normal
0,16,1032,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,113,0.44,0.02,0.44,0,0.01,0,0.02,0,dos
0,15,8,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,1,2,80,1,0,1,0.26,0,0,0,0,probe
0,50,0,0,0,0,0,0,0,0,258,14,1,1,0,0,0.05,0.07,0,255,28,0.11,0.07,0,0,1,1,0,0,dos
0,6,0,0,0,0,0,0,0,0,9,2,1,1,0,0,0.22,0.33,0,255,2,0.01,0.07,0,0,1,1,0,0,dos
0,69,0,0,0,0,0,0,0,0,266,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,dos
0,44,48,48,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,45,24,0.53,0.07,0.53,0,0,0,0,0,normal
0,20,12,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55,110,0.64,0.07,0.64,0.02,0.02,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,185,1,0.01,0.74,0.74,0,0.03,0,0.63,0,probe
0,50,0,0,0,0,0,0,0,0,242,20,1,1,0,0,0.08,0.05,0,200,20,0.1,0.06,0,0,0.99,1,0,0,dos
0,25,232,1541,0,0,0,0,0,0,15,24,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,normal
0,20,567,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,0,150,57,0.38,0.03,0.38,0,0,0,0,0,normal
0,12,33,93,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,41,52,1,0,1,0.04,0,0,0,0,normal
0,25,307,323,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,15,216,1,0,0.07,0.05,0,0,0,0,normal
0,50,1,0,0,0,0,0,0,0,60,33,0,0,0,0,0.55,0.07,0,255,98,0.38,0.06,1,0,0,0,0,0,probe
3,12,96,32,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,62,38,0.61,0.05,0.61,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,279,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.08,0,0,1,1,0,0,dos
0,3,0,0,0,0,0,0,0,0,256,14,1,1,0,0,0.05,0.05,0,255,14,0.05,0.05,0,0,1,1,0,0,dos
0,22,0,0,0,0,0,0,0,0,268,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,dos
0,50,0,0,0,0,0,0,0,0,99,16,1,1,0,0,0.16,0.06,0,154,16,0.1,0.06,0.01,0,1,1,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,37,0,0,0,0,1,0,1,1,189,1,0,1,0.25,0,0,0,0,probe
0,50,0,0,0,0,0,0,0,0,190,1,0,0,1,1,0.01,0.06,0,255,1,0,0.07,0,0,0,0,1,1,dos
0,16,1032,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,39,0.15,0.04,0.15,0,0.27,0,0.02,0,dos
0,33,0,0,0,0,0,0,0,0,285,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,dos
0,20,1692,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.06,0.01,0,0.99,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,269,1,0.08,0,0.87,1,0,1,0,255,1,0,1,0,0,0.08,0,0.87,1,probe
0,67,0,0,0,0,0,0,0,0,121,12,1,1,0,0,0.1,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,dos
0,25,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,41,37,0.9,0.05,0.02,0,0,0,0.9,1,normal
0,50,0,0,0,0,0,0,0,0,209,19,1,1,0,0,0.09,0.06,0,255,20,0.08,0.08,0,0,1,1,0,0,dos
0,16,1032,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,124,0.49,0.02,0.49,0,0.02,0,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,16,0,0,0,0,1,0,1,1,49,1,0,1,0.51,0,0,0,0,probe
0,50,0,0,0,0,0,0,0,0,143,12,1,1,0,0,0.08,0.06,0,216,10,0.05,0.08,0,0,1,1,0,0,dos
0,17,0,0,0,0,0,0,0,0,117,19,1,1,0,0,0.16,0.04,0,255,19,0.07,0.04,0,0,1,1,0,0,dos
0,15,30,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,5,0.02,0.01,0.07,0,0,0,0,0,normal
0,25,319,583,0,0,0,0,0,0,9,23,0,0,0,0,1,0,0.09,28,255,1,0,0.04,0.03,0,0,0,0,normal
0,15,8,0,0,0,0,0,0,0,1,36,0,0,0,0,1,0,1,2,210,1,0,1,0.25,0,0,0,0,probe
0,53,0,0,0,0,0,0,0,0,210,5,1,1,0,0,0.02,0.07,0,255,5,0.02,0.08,0,0,1,1,0,0,dos
0,25,228,1438,0,0,0,0,0,0,3,48,0.33,0.02,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,normal
0,25,0,0,0,0,0,0,0,0,284,21,1,1,0,0,0.07,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,dos
0,31,0,0,0,0,0,0,0,0,139,20,1,1,0,0,0.14,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,dos
0,25,287,2872,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,83,255,1,0,0.01,0.02,0,0,0,0,normal
0,12,46,46,0,0,0,0,0,0,111,111,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,normal
0,25,251,6314,0,0,0,0,0,0,24,24,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,25,212,917,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,100,255,1,0,0.02,0.02,0,0,0,0,normal
0,12,45,135,0,0,0,0,0,0,109,170,0,0,0,0,1,0,0.02,255,255,1,0,0,0,0,0,0,0,normal
0,20,245,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,104,0.41,0.02,0.41,0,0,0,0,0,normal
0,25,249,901,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,38,255,1,0,0.03,0.05,0,0,0,0,normal
0,25,297,2006,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,220,11,1,1,0,0,0.05,0.05,0,255,11,0.04,0.06,0,0,1,1,0,0,dos
0,55,3389,494,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,7,0.03,0.01,0,0,0,0,0.02,0,normal
0,25,368,771,0,0,0,0,0,0,7,14,0,0,0,0,1,0,0.29,27,231,1,0,0.04,0.21,0,0,0.11,0.79,normal
0,25,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,15,42,1,0,0.07,0.26,0,0,1,1,normal
0,15,18,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,152,1,0,1,1,0,0,0,0,probe
0,25,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,255,1,0,1,0.19,0,0.01,1,0.99,normal
0,50,0,0,0,0,0,0,0,0,136,21,1,1,0,0,0.15,0.04,0,255,21,0.08,0.05,0,0,1,1,0,0,dos
0,25,243,7256,0,0,0,0,0,0,15,30,0,0,0,0,1,0,0.1,125,255,1,0,0.01,0.03,0,0,0,0,normal
0,19,0,0,0,0,0,0,0,0,14,7,1,1,0,0,0.5,0.14,0,174,50,0.27,0.02,0.01,0.04,1,0.94,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,54,1,0,1,0.26,0,0,0,0,probe
1,55,904,328,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,24,161,0.62,0.17,0.04,0.01,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,291,12,1,1,0,0,0.04,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,dos
58,20,1468,4152,30,0,0,0,0,0,1,1,0,0,0,0,1,0,0,44,8,0.18,0.09,0.02,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,76,1,1,1,0,0,0.01,0.08,0,255,14,0.05,0.07,0,0,1,1,0,0,dos
0,29,0,0,0,0,0,0,0,0,277,15,1,1,0,0,0.05,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,dos
0,50,0,0,0,0,0,0,0,0,75,16,1,1,0,0,0.21,0.07,0,255,11,0.04,0.06,0,0,1,1,0,0,dos
0,16,1032,0,0,0,0,0,0,0,367,367,0,0,0,0,1,0,0,255,200,0.78,0.02,0.78,0,0,0,0.16,0,dos
0,45,16787,0,0,0,0,0,1,0,9,1,0.11,0,0,0,0.11,0.33,0,75,1,0.01,0.11,0.31,0,0.01,0,0.01,0,normal
0,25,225,1972,0,0,0,0,0,0,5,14,0,0,0,0,1,0,0.21,33,255,1,0,0.03,0.04,0,0,0,0,normal
0,12,43,43,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,127,124,0.98,0.02,0.02,0,0,0,0,0,normal
0,20,209,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,33,85,0.45,0.09,0.45,0.02,0,0,0,0,normal
0,25,326,2238,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,20,255,1,0,0.05,0.03,0.05,0.01,0,0,normal
0,25,382,6496,0,0,0,0,0,0,1,37,0,0,0,0,1,0,0.16,1,255,1,0,1,0.03,0,0,0,0,normal
0,22,0,0,0,0,0,0,0,0,271,1,1,1,0,0,0,0.05,0,255,1,0,0.05,0,0,1,1,0,0,dos
0,67,0,0,0,0,0,0,0,0,122,13,1,1,0,0,0.11,0.06,0,255,13,0.05,0.05,0,0,1,1,0,0,dos
0,25,311,1726,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,255,1,0,0.11,0.1,0,0.01,0,0,normal
0,61,0,0,0,0,0,0,0,0,245,19,0,0,1,1,0.08,0.07,0,255,19,0.07,0.07,0,0,0,0,1,1,dos
0,20,0,0,0,0,0,0,0,0,292,23,1,1,0,0,0.08,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,dos
0,50,0,0,0,0,0,0,0,0,221,6,1,1,0,0,0.03,0.07,0,255,6,0.02,0.09,0,0,1,1,0,0,dos
0,70,0,0,0,0,0,0,0,0,218,10,0,0,1,1,0.05,0.06,0,255,10,0.04,0.08,0,0,0,0,1,1,dos
0,25,187,6402,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,63,255,1,0,0.02,0.02,0,0,0,0,normal
10,20,0,5150180,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17,17,1,0,1,0,0,0,0,0,r2l
0,36,0,0,0,0,0,0,0,0,136,10,1,1,0,0,0.07,0.06,0,255,5,0.02,0.08,0,0,1,1,0,0,dos
0,25,276,25868,2,0,0,0,0,0,1,3,0,0.33,0,0,1,0,0.67,255,255,1,0,0,0,0,0,0,0,normal
0,25,224,1493,0,0,0,0,0,0,12,25,0,0,0,0,1,0,0.12,27,255,1,0,0.04,0.01,0,0,0,0,normal
0,25,339,1164,0,0,0,0,0,0,9,16,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,normal
0,20,0,0,0,0,0,0,0,0,280,17,1,1,0,0,0.06,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,dos
0,25,278,1141,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,15,1,0,0.5,0.27,0,0.07,0,0,normal
0,55,792,393,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,38,173,0.74,0.05,0.03,0.01,0,0,0,0,normal
10120,20,1020,2201,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,15,0.06,0.02,0,0,0.16,0,0,0,r2l
0,50,105,146,0,0,0,0,0,0,5,1,0,0,0,0,0.2,0.4,0,255,233,0.91,0.01,0,0,0,0,0,0,normal
0,25,306,1185,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,5,103,1,0,0.2,0.02,0,0,0,0,normal
0,30,0,0,0,0,0,0,0,0,284,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.08,0,0,1,1,0,0,dos
0,50,0,0,0,0,0,0,0,0,125,6,1,1,0,0,0.05,0.06,0,255,1,0,0.07,0,0,1,1,0,0,dos
0,20,4753,0,0,0,0,0,0,0,13,14,0,0,0,0,1,0,0.14,21,19,0.9,0.1,0.9,0,0,0,0,0,normal
0,25,225,16193,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,2,255,1,0,0.5,0.03,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,241,2,1,1,0,0,0.01,0.06,0,255,2,0.01,0.08,0,0,1,1,0,0,dos
3,55,853,282,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,172,163,0.66,0.03,0.01,0.01,0,0,0,0,normal
0,15,8,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,1,2,129,1,0,1,0.5,0,0,0,0,probe
0,20,107,424,0,0,0,0,0,0,3,1,0,0,0.33,1,0.33,0.67,0,24,5,0.21,0.17,0.04,0,0,0,0.08,0.4,normal
0,70,0,0,0,0,0,0,0,0,283,24,1,1,0,0,0.08,0.05,0,255,24,0.09,0.05,0,0,1,1,0,0,dos
3,20,1240,2451,28,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,33,0.13,0.02,0,0,0.09,0,0,0,r2l
0,45,516,4,0,0,0,0,0,0,497,497,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,275,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,dos
0,16,64,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,43,1,0.02,0.09,0.02,0,0,0,0,0,normal
0,16,1032,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,252,107,0.42,0.01,0.42,0,0,0,0,0,dos
0,25,214,9986,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,66,255,1,0,0.02,0.02,0,0,0,0,normal
0,55,556,336,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,51,146,0.96,0.04,0.02,0.01,0,0,0,0,normal
0,25,162,3656,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.07,0,0,0,0,normal
0,25,222,267,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,27,255,1,0,0.04,0.01,0,0,0,0,normal
0,25,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,33,255,1,0,0.03,0.07,0,0,1,0.91,normal
0,59,0,0,0,0,0,0,0,0,123,17,1,1,0,0,0.14,0.07,0,255,17,0.07,0.06,0,0,1,1,0,0,dos
0,25,219,6902,0,0,0,0,0,0,19,20,0,0,0,0,1,0,0.1,255,255,1,0,0.01,0,0,0,0,0,normal
0,25,317,7523,0,0,0,0,0,0,31,31,0.03,0.03,0,0,1,0,0,159,255,1,0,0.01,0.01,0.01,0,0,0,normal
0,25,233,275,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
20252,61,5281,14895,0,0,0,0,15,1,1,1,0,0,1,1,1,0,0,74,20,0.27,0.08,0.01,0,0.01,0.05,0.09,0.35,normal
0,12,44,130,0,0,0,0,0,0,80,160,0,0,0,0,0.99,0.03,0.01,255,242,0.95,0.01,0,0,0,0,0,0,normal
0,55,1133,329,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,155,157,0.65,0.03,0.01,0.01,0,0,0,0,normal
0,15,8,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,2,10,1,0,1,0.6,0,0,0,0,probe
0,12,0,0,0,0,0,0,0,0,281,11,1,1,0,0,0.04,0.06,0,255,4,0.02,0.08,0,0,1,1,0,0,dos
0,25,276,345,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,18,255,1,0,0.06,0.01,0,0,0,0,normal
0,55,1209,336,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,117,98,0.84,0.04,0.01,0,0,0,0,0,normal
0,12,45,138,0,0,0,0,0,0,56,271,0,0,0,0,1,0,0.01,114,200,0.87,0.02,0.87,0.01,0,0,0.1,0,normal
0,50,0,0,0,0,0,0,0,0,7,1,0,0,0.86,1,0.14,1,0,255,1,0,0.07,0,0,0,0,0.03,1,probe
0,25,313,14073,0,0,0,0,0,0,8,10,0,0,0,0,1,0,0.3,8,209,1,0,0.12,0.01,0,0,0,0,normal
0,67,0,0,0,0,0,0,0,0,122,17,0,0,1,1,0.14,0.07,0,255,17,0.07,0.07,0,0,0,0,1,1,dos
0,20,15377,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,66,68,0.15,0.05,0.15,0.03,0,0.22,0,0,normal
0,50,0,0,0,0,0,0,0,0,146,16,1,1,0,0,0.11,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,1,1,89,1,0,1,0.51,0,0,0,0,probe
0,50,0,0,0,0,0,0,0,0,259,9,1,1,0,0,0.03,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,24,0,0,0,0,1,0,1,1,197,1,0,1,0.25,0,0,0,0,probe
0,55,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,169,110,0.65,0.02,0.01,0,0,0,0.01,0.02,normal
0,50,0,0,0,0,0,0,0,0,83,3,1,1,0,0,0.04,0.07,0,255,17,0.07,0.07,0,0,1,1,0,0,dos
0,15,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,244,1,0,1,0.5,0,0,0,0,probe
0,18,0,0,0,0,0,0,0,0,102,2,1,1,0,0,0.02,0.07,0,255,11,0.04,0.08,0,0,1,1,0,0,dos
0,61,0,0,0,0,0,0,0,0,81,18,1,1,0,0,0.22,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,dos
0,25,338,649,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,19,255,1,0,0.05,0.03,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,170,2,1,1,0,0,0.01,0.07,0,255,13,0.05,0.07,0,0,1,1,0,0,dos
0,25,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,42,123,1,0,0.02,0.04,0,0,0.93,0.66,normal
0,35,0,0,0,0,0,0,0,0,76,5,1,1,0,0,0.07,0.08,0,255,5,0.02,0.06,0,0,1,1,0,0,dos
0,50,0,0,0,0,0,0,0,0,217,17,1,1,0,0,0.08,0.06,0,255,30,0.12,0.06,0,0,1,1,0,0,dos
0,25,347,1110,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,26,26,1,0,0.04,0,0,0,0,0,normal
0,25,303,1337,0,0,0,0,0,0,19,24,0,0,0,0,1,0,0.08,19,255,1,0,0.05,0.03,0,0,0,0.01,normal
0,25,225,321,0,0,0,0,0,0,4,49,0.25,0.02,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,normal
0,25,307,237,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,93,255,1,0,0.01,0.04,0,0,0,0,normal
0,50,105,146,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,227,0.89,0.01,0,0,0,0,0,0,normal
15,5,9,37,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,14,0.05,0.02,0,0,0,0,0,0,normal
38818,50,1,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.51,1,0,0,0,1,1,probe
28,12,46,46,0,0,0,0,0,0,5,8,0,0,0,0,0.2,0.4,0.25,116,111,0.96,0.02,0.01,0,0,0,0,0,normal
0,50,105,146,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24,24,1,0,0.04,0,0,0,0,0,normal
0,25,307,633,0,0,0,0,0,0,2,44,0,0,0,0,1,0,0.16,97,255,1,0,0.01,0.04,0,0,0,0,normal
0,25,54540,8314,2,0,1,0,0,0,2,2,0,0,0,0,1,0,0,208,208,1,0,0,0,0,0,0.01,0.01,dos
0,20,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,255,55,0.22,0.04,0,0,1,1,0,0,dos
0,25,291,10369,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,13,255,1,0,0.08,0.05,0,0,0,0,normal
0,36,0,0,0,0,0,0,0,0,252,11,1,1,0,0,0.04,0.06,0,255,21,0.08,0.07,0,0,1,1,0,0,dos
9235,45,1,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.74,1,0,0,0,1,1,probe
0,20,0,0,0,0,0,0,0,0,138,2,1,1,0,0,0.01,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,dos
0,25,235,2115,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,normal
0,15,8,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,1,107,1,0,1,0.5,0,0,0,0,probe
0,25,315,1566,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,76,255,1,0,0.01,0.05,0,0,0,0,normal
0,55,2600,286,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,139,114,0.48,0.06,0.01,0.02,0.01,0.02,0.01,0,normal
0,25,345,294,0,0,0,0,0,0,8,29,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,normal
0,50,0,0,0,0,0,0,0,0,298,25,1,1,0,0,0.08,0.04,0,158,25,0.16,0.06,0.01,0,0.99,1,0,0,dos
0,25,237,329,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0.25,1,255,1,0,1,0.02,0,0,0,0,normal
